id,title,goal,prompt,example
354,CTA Builder: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Tweet Engine und generiere 7 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
355,Content Audit: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box'
356,Positionierung: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 12 Content-Titel fuer Agenturen. Nutze Pro/Contra und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
357,Offer Design: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 7 Thread-Outlines fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
358,Pricing: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 9 Thread-Outlines fuer Agenturen. Nutze Beispiel + Analyse und halte jede Ausgabe unter 18 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
359,Lead Magnet: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 12 Use-Cases im Stil Schritt-fuer-Schritt. Zielgruppe: Berater. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
360,Content Kalender: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 5 Hooks fuer SaaS Founder. Nutze Pro/Contra und halte jede Ausgabe unter 24 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
361,Repurposing: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Thread System und generiere 5 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
362,Story Framework: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 5 CTA-Ideen fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
363,Objection Handling: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 DM-Templates im Stil Pro/Contra. Zielgruppe: Berater. Thema: Content Factory. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
364,Use-Case Mapping: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 7 Use-Cases fuer Solo-Creator. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
365,Audience Research: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 5 Objection-Replies fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
366,Angle Finder: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 9 Content-Ideen fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
367,Benefit Stacking: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Creator Stack und generiere 9 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
368,Case Study: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 5 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
369,SaaS Content: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere AI-Agenten Workflow und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
370,Creator Newsletter: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 Tweet-Varianten fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
371,Sales Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 9 Content-Ideen fuer SaaS Founder. Nutze Kurz und direkt und halte jede Ausgabe unter 24 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
372,DM Scripts: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 10 Tweet-Varianten im Stil Pro/Contra. Zielgruppe: SaaS Founder. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
373,Kurzvideo Skript: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Tweet Engine und generiere 12 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
374,FAQ Engine: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 9 Use-Cases fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
375,Landing Page: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 Pricing-Optionen fuer B2B Marketer. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
376,Hook Generator: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.","Baue 10 Objection-Replies fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
377,Thread Outline: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 7 Content-Ideen fuer SaaS Founder. Nutze Pro/Contra und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
378,Tweet Variations: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 12 Thread-Outlines im Stil Checkliste. Zielgruppe: Agenturen. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
379,CTA Builder: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 5 DM-Templates im Stil Template. Zielgruppe: B2B Marketer. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
380,Content Audit: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 DM-Templates fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
381,Positionierung: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 7 Tweet-Varianten im Stil Checkliste. Zielgruppe: Agenturen. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
382,Offer Design: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 9 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
383,Pricing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 5 Tweet-Varianten im Stil Template. Zielgruppe: B2B Marketer. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
384,Lead Magnet: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 7 CTA-Ideen im Stil Pro/Contra. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
385,Content Kalender: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 12 Tweet-Varianten fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Offer: 'Content Factory in a Box'
386,Repurposing: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 12 Objection-Replies im Stil Kurz und direkt. Zielgruppe: Solo-Creator. Thema: Prompt Pack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
387,Story Framework: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Tweet Engine und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
388,Objection Handling: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 5 Content-Titel fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
389,Use-Case Mapping: DM-Templates,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Thread System und generiere 10 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
390,Audience Research: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 12 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
391,Angle Finder: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere AI-Agenten Workflow und generiere 10 Objection-Replies. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
392,Benefit Stacking: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere AI-Agenten Workflow und generiere 12 Thread-Outlines. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
393,Case Study: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 5 Use-Cases fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Offer: 'Content Factory in a Box'
394,SaaS Content: Offer-Statements,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 9 Offer-Statements fuer B2B Marketer. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
395,Creator Newsletter: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Objection-Replies fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
396,Sales Page: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Lead-Magnet-Ideen fuer Coaches. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
397,DM Scripts: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Thread-Outlines im Stil Framework. Zielgruppe: Berater. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
398,Kurzvideo Skript: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 9 DM-Templates fuer SaaS Founder. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
399,FAQ Engine: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 12 CTA-Ideen fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
400,Landing Page: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Thread System und generiere 9 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
